user,timestamp,hours,project
ned,2018-07-21 16:30:29.000016 UTC,1.0,project-00
ned,2018-07-21 16:30:29.000016 UTC,1.0,project-04
ned,2018-07-21 16:30:29.000016 UTC,1.0,learning
ned,2018-07-21 16:30:29.000016 UTC,2.0,bizdev
bronn,2018-07-21 06:19:00.000011 UTC,1.0,cultureandmanagement
bronn,07/21/2018 06:19 AM,1.25,cultureandmanagement
viserys,2018-07-21 02:39:24.000064 UTC,0.85,datastorytelling
viserys,2018-07-21 02:39:24.000064 UTC,0.86,blogideas
viserys,2018-07-21 02:39:24.000064 UTC,0.5,opsandadmin
littlefinger,2018-07-21 00:00:00 UTC,1.0,opsandadmin
hound,2018-07-21 00:00:00 UTC,3.0,opsandadmin
cersei,2018-07-20 14:14:48.000394 UTC,0.5,cultureandmanagement
cersei,2018-07-20 14:14:48.000394 UTC,7.5,project-10
sansa,2018-07-20 14:13:58.000113 UTC,4.5,learning
sansa,2018-07-20 14:13:58.000113 UTC,3.5,bizdev
theon,2018-07-20 14:09:52.000337 UTC,2.0,project-27
theon,07/20/2018 02:09 PM,3.5,transit
theon,07/20/2018 02:09 PM,2.5,bizdev
theon,2018-07-20 14:09:52.000337 UTC,0.5,project-10
viserys,2018-07-20 13:12:19.000484 UTC,0.75,datastorytelling
viserys,2018-07-20 13:12:19.000484 UTC,0.46,project-07
viserys,2018-07-20 13:12:19.000484 UTC,0.51,learning
viserys,2018-07-20 13:12:19.000484 UTC,0.19,opsandadmin
viserys,2018-07-20 13:12:19.000484 UTC,5.77,blogideas
jeor,2018-07-20 11:01:23.000038 UTC,1.5,bizdev
jeor,2018-07-20 11:01:23.000038 UTC,2.0,project-27
jeor,07/20/2018 11:01 AM,3.0,project-04
jeor,2018-07-20 11:01:23.000038 UTC,2.0,project-19
jorah,2018-07-20 10:58:05.000176 UTC,1.5,project-38
jorah,2018-07-20 10:58:05.000176 UTC,3.0,project-27
jorah,2018-07-20 10:58:05.000176 UTC,1.0,blogideas
jorah,20 июля 2018 10:58,0.25,project-73
jorah,2018-07-20 10:58:05.000176 UTC,0.25,learning
jorah,2018-07-20 10:58:05.000176 UTC,0.25,hiring
jorah,2018-07-20 10:58:05.000176 UTC,0.5,project-68
melisandre,2018-07-20 10:55:47.00012 UTC,0.23,opsandadmin
melisandre,2018-07-20 10:55:47.00012 UTC,0.98,engineering
melisandre,2018-07-20 10:55:47.00012 UTC,0.63,project-00
melisandre,2018-07-20 10:55:47.00012 UTC,0.42,learning
melisandre,2018-07-20 10:55:47.00012 UTC,1.0,engineering
melisandre,2018-07-20 10:55:47.00012 UTC,0.48,engineering
melisandre,20 июля 2018 10:55,1.56,engineering
jaime,2018-07-20 10:47:32.00026 UTC,0.25,project-19
jaime,2018-07-20 10:47:32.00026 UTC,8.5,project-00
robb,2018-07-20 10:24:54.000185 UTC,7.0,learning
stannis,2018-07-20 09:58:09.000348 UTC,2.5,project-10
stannis,2018-07-20 09:58:09.000348 UTC,3.8,project-10
stannis,2018-07-20 09:58:09.000348 UTC,0.9,project-10
stannis,2018-07-20 09:58:09.000348 UTC,1.17,project-00
catelyn,2018-07-20 00:00:00 UTC,0.4,cultureandmanagement
robert,2018-07-20 00:00:00 UTC,0.25,opsandadmin
catelyn,2018-07-20 00:00:00 UTC,0.13,opsandadmin
bronn,2018-07-20 00:00:00 UTC,1.25,learning
bronn,2018-07-20 00:00:00 UTC,0.75,project-68
bronn,2018-07-20 00:00:00 UTC,0.5,engineering
bronn,2018-07-20 00:00:00 UTC,2.0,project-27
bronn,2018-07-20 00:00:00 UTC,1.0,project-40
bronn,2018-07-20 00:00:00 UTC,0.5,engineering
robert,2018-07-20 00:00:00 UTC,2.5,bizdev
catelyn,2018-07-20 00:00:00 UTC,0.22,opsandadmin
catelyn,2018-07-20 00:00:00 UTC,0.3,cultureandmanagement
catelyn,07/20/2018 12:00 AM,2.22,website
catelyn,2018-07-20 00:00:00 UTC,0.85,engineering
catelyn,2018-07-20 00:00:00 UTC,0.22,project-38
catelyn,2018-07-20 00:00:00 UTC,1.0,engineering
catelyn,2018-07-20 00:00:00 UTC,0.23,project-27
catelyn,2018-07-20 00:00:00 UTC,2.38,project-38
catelyn,2018-07-20 00:00:00 UTC,0.25,engineering
davos,2018-07-20 00:00:00 UTC,0.25,workshops
robert,2018-07-20 00:00:00 UTC,0.2,bizdev
robert,2018-07-20 00:00:00 UTC,0.5,blogideas
robert,2018-07-20 00:00:00 UTC,0.5,bizdev
robert,2018-07-20 00:00:00 UTC,0.5,datastrategy
davos,2018-07-20 00:00:00 UTC,4.0,learning
davos,2018-07-20 00:00:00 UTC,0.25,datastorytelling
robert,2018-07-20 00:00:00 UTC,0.2,bizdev
robert,2018-07-20 00:00:00 UTC,0.2,learning
robert,2018-07-20 00:00:00 UTC,1.5,opsandadmin
robert,2018-07-20 00:00:00 UTC,3.0,transit
hound,2018-07-20 00:00:00 UTC,2.0,opsandadmin
hound,2018-07-20 00:00:00 UTC,2.0,finance
davos,2018-07-20 00:00:00 UTC,1.25,project-65
davos,2018-07-20 00:00:00 UTC,1.75,project-65
davos,07/20/2018 12:00 AM,0.75,project-65
littlefinger,2018-07-20 00:00:00 UTC,0.5,hiring
littlefinger,2018-07-20 00:00:00 UTC,6.5,opsandadmin
robert,2018-07-20 00:00:00 UTC,0.5,project-36
joffrey,2018-07-20 00:00:00 UTC,8.0,project-00
samwell,07/20/2018 12:00 AM,8.0,project-00
cersei,2018-07-19 14:15:21.00051 UTC,9.0,project-10
jorah,2018-07-19 14:10:58.000039 UTC,0.5,project-68
jorah,19 июля 2018 14:10,2.37,project-65
jorah,2018-07-19 14:10:58.000039 UTC,1.0,bizdev
jorah,2018-07-19 14:10:58.000039 UTC,3.0,cultureandmanagement
jorah,2018-07-19 14:10:58.000039 UTC,0.5,project-27
jorah,2018-07-19 14:10:58.000039 UTC,0.5,cultureandmanagement
robb,2018-07-19 14:05:11.000268 UTC,3.0,project-01
robb,19 июля 2018 14:05,4.0,learning
ned,2018-07-19 13:40:49.000436 UTC,1.0,bizdev
ned,2018-07-19 13:40:49.000436 UTC,0.5,bizdev
ned,2018-07-19 13:40:49.000436 UTC,1.0,project-68
ned,2018-07-19 13:40:49.000436 UTC,3.0,cultureandmanagement
ned,2018-07-19 13:40:49.000436 UTC,1.0,bizdev
ned,2018-07-19 13:40:49.000436 UTC,1.0,bizdev
ned,2018-07-19 13:40:49.000436 UTC,1.5,events
sansa,2018-07-19 13:32:22.000051 UTC,4.0,bizdev
sansa,2018-07-19 13:32:22.000051 UTC,6.0,learning
theon,2018-07-19 13:17:33.000333 UTC,5.5,project-27
theon,2018-07-19 13:17:33.000333 UTC,1.0,project-10
melisandre,2018-07-19 12:55:46.000429 UTC,1.72,project-68
melisandre,19 июля 2018 12:55,1.9,project-27
melisandre,2018-07-19 12:55:46.000429 UTC,1.78,project-68
melisandre,2018-07-19 12:55:46.000429 UTC,0.53,project-27
melisandre,2018-07-19 12:55:46.000429 UTC,1.3,engineering
littlefinger,2018-07-19 12:13:05.000221 UTC,1.0,cultureandmanagement
littlefinger,2018-07-19 12:13:05.000221 UTC,5.0,opsandadmin
littlefinger,2018-07-19 12:13:05.000221 UTC,0.25,hiring
jaime,2018-07-19 10:28:12.000124 UTC,7.57,project-00
jaime,2018-07-19 10:28:12.000124 UTC,2.0,project-00
khal,2018-07-19 09:40:12.000325 UTC,7.0,project-10
khal,07/19/2018 09:40 AM,2.0,project-19
catelyn,2018-07-19 09:19:07.00011 UTC,0.42,security
catelyn,2018-07-19 09:19:07.00011 UTC,0.33,engineering
catelyn,2018-07-19 09:19:07.00011 UTC,0.77,project-27
catelyn,2018-07-19 09:19:07.00011 UTC,0.08,engineering
catelyn,2018-07-19 09:19:07.00011 UTC,0.17,website
catelyn,2018-07-19 09:19:07.00011 UTC,1.05,engineering
catelyn,2018-07-19 09:19:07.00011 UTC,0.6,project-27
catelyn,2018-07-19 09:19:07.00011 UTC,1.55,engineering
catelyn,2018-07-19 09:19:07.00011 UTC,0.03,opsandadmin
catelyn,2018-07-19 09:19:07.00011 UTC,0.25,opsandadmin
catelyn,2018-07-19 09:19:07.00011 UTC,0.28,security
catelyn,19 июля 2018 09:19,0.65,engineering
catelyn,2018-07-19 00:00:00 UTC,1.25,engineering
stannis,2018-07-19 00:00:00 UTC,1.58,project-10
stannis,2018-07-19 00:00:00 UTC,1.08,project-10
bronn,2018-07-19 00:00:00 UTC,1.0,project-68
bronn,2018-07-19 00:00:00 UTC,0.75,cultureandmanagement
bronn,2018-07-19 00:00:00 UTC,0.75,project-68
bronn,2018-07-19 00:00:00 UTC,1.75,project-13
catelyn,2018-07-19 00:00:00 UTC,0.58,project-27
catelyn,2018-07-19 00:00:00 UTC,0.53,engineering
catelyn,2018-07-19 00:00:00 UTC,0.23,website
catelyn,2018-07-19 00:00:00 UTC,0.8,project-29
catelyn,2018-07-19 00:00:00 UTC,0.42,engineering
catelyn,2018-07-19 00:00:00 UTC,0.22,project-29
stannis,2018-07-19 00:00:00 UTC,0.92,project-10
catelyn,2018-07-19 00:00:00 UTC,0.12,project-38
catelyn,2018-07-19 00:00:00 UTC,0.27,engineering
catelyn,2018-07-19 00:00:00 UTC,0.12,website
catelyn,2018-07-19 00:00:00 UTC,0.55,project-38
catelyn,2018-07-19 00:00:00 UTC,0.18,opsandadmin
tywin,2018-07-19 00:00:00 UTC,1.5,project-10
tywin,2018-07-19 00:00:00 UTC,3.0,website
tywin,2018-07-19 00:00:00 UTC,5.0,datastorytelling
tywin,2018-07-19 00:00:00 UTC,2.0,website
viserys,19 июля 2018 00:00,0.34,project-07
viserys,2018-07-19 00:00:00 UTC,4.6,blogideas
viserys,2018-07-19 00:00:00 UTC,2.46,learning
robert,2018-07-19 00:00:00 UTC,1.0,bizdev
davos,2018-07-19 00:00:00 UTC,4.5,project-65
davos,2018-07-19 00:00:00 UTC,0.5,project-06
davos,2018-07-19 00:00:00 UTC,1.0,project-27
davos,2018-07-19 00:00:00 UTC,1.5,bizdev
jeor,2018-07-19 00:00:00 UTC,2.0,project-04
jeor,2018-07-19 00:00:00 UTC,1.0,bizdev
jeor,2018-07-19 00:00:00 UTC,6.0,learning
robert,2018-07-19 00:00:00 UTC,1.0,bizdev
robert,2018-07-19 00:00:00 UTC,3.0,cultureandmanagement
robert,2018-07-19 00:00:00 UTC,0.5,blogideas
robert,2018-07-19 00:00:00 UTC,0.5,datastrategy
robert,2018-07-19 00:00:00 UTC,2.0,website
joffrey,2018-07-19 00:00:00 UTC,8.0,project-00
catelyn,2018-07-19 00:00:00 UTC,0.42,project-68
catelyn,2018-07-19 00:00:00 UTC,0.22,security
catelyn,2018-07-19 00:00:00 UTC,0.15,opsandadmin
stannis,2018-07-19 00:00:00 UTC,3.1,project-10
stannis,2018-07-19 00:00:00 UTC,0.2,project-10
littlefinger,2018-07-18 21:06:59.000201 UTC,2.5,cultureandmanagement
littlefinger,2018-07-18 21:06:59.000201 UTC,0.25,opsandadmin
jorah,2018-07-18 15:55:22.000085 UTC,0.75,learning
jorah,2018-07-18 15:55:22.000085 UTC,0.5,opsandadmin
jorah,2018-07-18 15:55:22.000085 UTC,1.0,learning
jorah,2018-07-18 15:55:22.000085 UTC,3.0,project-27
jorah,2018-07-18 15:55:22.000085 UTC,3.0,blogideas
littlefinger,2018-07-18 15:18:49.000328 UTC,1.75,cultureandmanagement
littlefinger,2018-07-18 15:18:49.000328 UTC,0.25,hiring
littlefinger,07/18/2018 03:18 PM,8.5,opsandadmin
melisandre,2018-07-18 14:05:07.000132 UTC,0.5,project-68
melisandre,2018-07-18 14:05:07.000132 UTC,3.75,project-68
melisandre,18 июля 2018 14:05,0.5,opsandadmin
melisandre,2018-07-18 14:05:07.000132 UTC,1.25,project-68
melisandre,2018-07-18 14:05:07.000132 UTC,1.0,engineering
robb,2018-07-18 13:40:09.000339 UTC,6.0,project-01
robb,2018-07-18 13:40:09.000339 UTC,2.0,learning
joffrey,18 июля 2018 13:07,8.0,project-00
cersei,2018-07-18 12:33:25.000045 UTC,1.5,project-19
cersei,2018-07-18 12:33:25.000045 UTC,1.5,project-10
cersei,2018-07-18 12:33:25.000045 UTC,7.0,project-10
davos,2018-07-18 11:45:16.000048 UTC,1.0,events
davos,2018-07-18 11:45:16.000048 UTC,5.0,project-65
davos,2018-07-18 11:45:16.000048 UTC,0.75,bizdev
davos,2018-07-18 11:45:16.000048 UTC,0.25,project-29
samwell,07/18/2018 11:28 AM,0.5,project-20
samwell,2018-07-18 11:28:39.00009 UTC,0.25,project-29
samwell,2018-07-18 11:28:39.00009 UTC,5.5,project-00
sansa,2018-07-18 11:03:57.000156 UTC,1.0,learning
sansa,2018-07-18 11:03:57.000156 UTC,2.0,bizdev
sansa,2018-07-18 11:03:57.000156 UTC,1.0,datastrategy
sansa,2018-07-18 11:03:57.000156 UTC,0.5,onboarding
sansa,2018-07-18 11:03:57.000156 UTC,1.0,project-27
sansa,2018-07-18 11:03:57.000156 UTC,1.0,bizdev
sansa,2018-07-18 11:03:57.000156 UTC,4.5,bizdev
jeor,2018-07-18 10:29:34.000326 UTC,2.0,bizdev
jeor,2018-07-18 10:29:34.000326 UTC,1.0,bizdev
jeor,2018-07-18 10:29:34.000326 UTC,1.0,learning
jeor,2018-07-18 10:29:34.000326 UTC,4.0,bizdev
khal,2018-07-18 10:21:30.000241 UTC,5.0,project-10
khal,2018-07-18 10:21:30.000241 UTC,0.5,blogideas
khal,2018-07-18 10:21:30.000241 UTC,1.5,project-19
stannis,07/18/2018 09:57 AM,2.2,project-10
stannis,2018-07-18 09:57:53.000277 UTC,2.57,project-10
stannis,2018-07-18 09:57:53.000277 UTC,1.52,project-10
stannis,2018-07-18 09:57:53.000277 UTC,1.72,project-10
stannis,2018-07-18 09:57:53.000277 UTC,0.25,project-10
viserys,2018-07-18 09:48:40.000041 UTC,0.75,learning
viserys,2018-07-18 09:48:40.000041 UTC,7.63,blogideas
margaery,18 июля 2018 00:00,1.0,random
robert,2018-07-18 00:00:00 UTC,0.5,bizdev
robert,2018-07-18 00:00:00 UTC,0.5,blogideas
robert,2018-07-18 00:00:00 UTC,1.0,opsandadmin
robert,2018-07-18 00:00:00 UTC,0.5,bizdev
jaime,2018-07-18 00:00:00 UTC,0.75,project-19
jaime,2018-07-18 00:00:00 UTC,0.21,project-00
jaime,2018-07-18 00:00:00 UTC,0.38,project-00
jaime,2018-07-18 00:00:00 UTC,5.96,project-00
talisa,2018-07-18 00:00:00 UTC,1.0,blogideas
talisa,2018-07-18 00:00:00 UTC,4.0,blogideas
talisa,2018-07-18 00:00:00 UTC,2.0,blogideas
hound,18 июля 2018 00:00,2.0,cultureandmanagement
bronn,2018-07-18 00:00:00 UTC,0.5,project-68
talisa,2018-07-18 00:00:00 UTC,5.0,blogideas
talisa,2018-07-18 00:00:00 UTC,1.0,blogideas
bronn,2018-07-18 00:00:00 UTC,1.0,project-27
tywin,2018-07-18 00:00:00 UTC,7.5,website
ned,2018-07-18 00:00:00 UTC,7.0,transit
ned,2018-07-18 00:00:00 UTC,1.0,project-33
ned,2018-07-18 00:00:00 UTC,1.0,bizdev
ned,2018-07-18 00:00:00 UTC,1.0,learning
bronn,2018-07-18 00:00:00 UTC,1.0,project-38
bronn,2018-07-18 00:00:00 UTC,3.0,learning
bronn,2018-07-18 00:00:00 UTC,2.0,website
bronn,2018-07-18 00:00:00 UTC,1.0,website
robert,2018-07-18 00:00:00 UTC,0.25,marketing
margaery,2018-07-18 00:00:00 UTC,3.0,datastorytelling
margaery,18 июля 2018 00:00,5.0,events
margaery,2018-07-18 00:00:00 UTC,3.0,learning
robert,2018-07-18 00:00:00 UTC,1.0,datastrategy
robert,2018-07-18 00:00:00 UTC,1.0,bizdev
robert,2018-07-18 00:00:00 UTC,1.5,bizdev
robert,2018-07-18 00:00:00 UTC,1.0,project-33
robert,2018-07-18 00:00:00 UTC,0.5,project-33
robert,2018-07-18 00:00:00 UTC,0.5,blogideas
ned,2018-07-17 16:27:41.000499 UTC,10.0,events
robb,2018-07-17 14:18:14.000563 UTC,6.0,project-01
melisandre,2018-07-17 13:04:50.000231 UTC,0.5,project-68
melisandre,2018-07-17 13:04:50.000231 UTC,0.75,project-68
melisandre,2018-07-17 13:04:50.000231 UTC,1.0,engineering
melisandre,2018-07-17 13:04:50.000231 UTC,2.0,project-68
melisandre,2018-07-17 13:04:50.000231 UTC,1.0,project-68
melisandre,2018-07-17 13:04:50.000231 UTC,1.0,cultureandmanagement
melisandre,2018-07-17 13:04:50.000231 UTC,0.5,opsandadmin
catelyn,07/17/2018 01:00 PM,0.18,opsandadmin
catelyn,2018-07-17 13:00:58.000256 UTC,0.63,cultureandmanagement
catelyn,07/17/2018 01:00 PM,0.22,project-38
catelyn,2018-07-17 13:00:58.000256 UTC,1.52,website
catelyn,2018-07-17 13:00:58.000256 UTC,0.53,website
catelyn,17 июля 2018 13:00,0.42,cultureandmanagement
catelyn,2018-07-17 13:00:58.000256 UTC,1.42,website
catelyn,2018-07-17 13:00:58.000256 UTC,1.2,opsandadmin
catelyn,07/17/2018 01:00 PM,0.3,project-27
catelyn,2018-07-17 13:00:58.000256 UTC,1.27,cultureandmanagement
catelyn,07/17/2018 01:00 PM,0.48,website
theon,2018-07-17 12:21:32.00018 UTC,2.5,cultureandmanagement
theon,2018-07-17 12:21:32.00018 UTC,0.5,cultureandmanagement
theon,2018-07-17 12:21:32.00018 UTC,0.5,project-10
theon,2018-07-17 12:21:32.00018 UTC,0.5,bizdev
theon,2018-07-17 12:21:32.00018 UTC,2.5,learning
cersei,07/17/2018 12:21 PM,1.0,cultureandmanagement
cersei,17 июля 2018 12:21,7.0,project-10
viserys,2018-07-17 11:53:41.000357 UTC,0.55,opsandadmin
viserys,2018-07-17 11:53:41.000357 UTC,3.79,learning
viserys,2018-07-17 11:53:41.000357 UTC,0.44,blogideas
viserys,2018-07-17 11:53:41.000357 UTC,2.15,blogideas
viserys,2018-07-17 11:53:41.000357 UTC,0.91,cultureandmanagement
littlefinger,2018-07-17 11:48:41.00006 UTC,0.25,hiring
littlefinger,2018-07-17 11:48:41.00006 UTC,7.25,opsandadmin
stannis,2018-07-17 09:46:10.000331 UTC,0.75,project-10
stannis,07/17/2018 09:46 AM,5.61,project-10
stannis,2018-07-17 09:46:10.000331 UTC,1.07,engineering
sansa,2018-07-17 09:36:18.000149 UTC,7.0,bizdev
sansa,2018-07-17 09:36:18.000149 UTC,0.5,bizdev
khal,2018-07-17 09:36:07.000338 UTC,8.0,project-10
davos,07/17/2018 09:17 AM,0.5,cultureandmanagement
davos,2018-07-17 09:17:29.0003 UTC,3.5,project-65
davos,2018-07-17 09:17:29.0003 UTC,0.75,project-65
davos,2018-07-17 09:17:29.0003 UTC,1.0,project-65
davos,2018-07-17 09:17:29.0003 UTC,0.5,cultureandmanagement
jorah,17 июля 2018 09:12,0.75,project-27
jorah,2018-07-17 09:12:53.000115 UTC,3.5,cultureandmanagement
jorah,2018-07-17 09:12:53.000115 UTC,2.0,project-65
jaime,2018-07-17 07:04:32.000164 UTC,2.73,project-00
jaime,2018-07-17 07:04:32.000164 UTC,0.5,project-00
jaime,2018-07-17 07:04:32.000164 UTC,1.05,project-00
jaime,07/17/2018 07:04 AM,0.65,project-19
jaime,2018-07-17 07:04:32.000164 UTC,0.25,project-00
varys,2018-07-17 00:00:00 UTC,1.5,project-10
robert,2018-07-17 00:00:00 UTC,0.5,cultureandmanagement
varys,2018-07-17 00:00:00 UTC,1.0,project-68
varys,2018-07-17 00:00:00 UTC,4.5,cultureandmanagement
varys,2018-07-17 00:00:00 UTC,2.0,project-10
varys,17 июля 2018 00:00,3.0,cultureandmanagement
varys,07/17/2018 12:00 AM,1.0,cultureandmanagement
robert,2018-07-17 00:00:00 UTC,3.5,bizdev
varys,2018-07-17 00:00:00 UTC,1.5,project-27
ned,2018-07-17 00:00:00 UTC,10.0,events
robert,07/17/2018 12:00 AM,1.5,project-28
robert,2018-07-17 00:00:00 UTC,1.0,bizdev
bronn,2018-07-17 00:00:00 UTC,0.75,project-13
robert,2018-07-17 00:00:00 UTC,1.0,datastrategy
varys,2018-07-17 00:00:00 UTC,0.5,cultureandmanagement
varys,2018-07-17 00:00:00 UTC,5.0,cultureandmanagement
varys,2018-07-17 00:00:00 UTC,1.0,blogideas
varys,2018-07-17 00:00:00 UTC,0.5,blogideas
varys,2018-07-17 00:00:00 UTC,0.5,project-10
varys,2018-07-17 00:00:00 UTC,0.5,cultureandmanagement
jeor,17 июля 2018 00:00,5.5,bizdev
jeor,2018-07-17 00:00:00 UTC,0.25,datastrategy
jeor,2018-07-17 00:00:00 UTC,1.5,project-04
shae,2018-07-17 00:00:00 UTC,6.0,project-00
shae,2018-07-17 00:00:00 UTC,1.0,engineering
shae,2018-07-17 00:00:00 UTC,1.0,project-10
joffrey,2018-07-17 00:00:00 UTC,8.0,project-00
varys,2018-07-17 00:00:00 UTC,1.0,learning
varys,2018-07-17 00:00:00 UTC,1.0,cultureandmanagement
jeor,2018-07-17 00:00:00 UTC,0.75,learning
bronn,2018-07-17 00:00:00 UTC,2.0,project-38
bronn,2018-07-17 00:00:00 UTC,3.5,project-38
bronn,2018-07-17 00:00:00 UTC,1.25,opsandadmin
bronn,2018-07-17 00:00:00 UTC,0.25,project-38
bronn,2018-07-17 00:00:00 UTC,0.25,website
bronn,2018-07-17 00:00:00 UTC,0.5,project-68
bronn,2018-07-17 00:00:00 UTC,1.0,engineering
varys,07/17/2018 12:00 AM,0.5,cultureandmanagement
bronn,2018-07-17 00:00:00 UTC,0.25,hiring
varys,07/17/2018 12:00 AM,2.5,project-10
varys,2018-07-17 00:00:00 UTC,3.0,project-27
ned,2018-07-16 17:03:38.000315 UTC,6.0,events
ned,2018-07-16 17:03:38.000315 UTC,1.0,opsandadmin
bronn,2018-07-16 15:54:13.000184 UTC,0.75,opsandadmin
bronn,2018-07-16 15:54:13.000184 UTC,0.25,project-68
bronn,2018-07-16 15:54:13.000184 UTC,0.25,opsandadmin
bronn,2018-07-16 15:54:13.000184 UTC,0.5,cultureandmanagement
bronn,2018-07-16 15:54:13.000184 UTC,1.75,project-27
bronn,2018-07-16 15:54:13.000184 UTC,0.25,cultureandmanagement
bronn,2018-07-16 15:54:13.000184 UTC,0.25,website
bronn,2018-07-16 15:54:13.000184 UTC,1.75,cultureandmanagement
davos,2018-07-16 15:02:39.000123 UTC,2.0,cultureandmanagement
davos,2018-07-16 15:02:39.000123 UTC,1.5,opsandadmin
davos,2018-07-16 15:02:39.000123 UTC,2.5,project-65
davos,2018-07-16 15:02:39.000123 UTC,1.5,project-27
davos,2018-07-16 15:02:39.000123 UTC,0.5,learning
jeor,2018-07-16 14:51:08.000196 UTC,2.5,datastrategy
jeor,2018-07-16 14:51:08.000196 UTC,0.5,learning
jeor,07/16/2018 02:51 PM,2.5,bizdev
jeor,2018-07-16 14:51:08.000196 UTC,0.5,opsandadmin
jeor,16 июля 2018 14:51,1.5,project-27
sansa,2018-07-16 14:37:59.000227 UTC,1.75,project-27
sansa,2018-07-16 14:37:59.000227 UTC,0.5,opsandadmin
sansa,2018-07-16 14:37:59.000227 UTC,1.5,datastrategy
sansa,2018-07-16 14:37:59.000227 UTC,4.25,bizdev
shae,2018-07-16 14:05:50.000565 UTC,6.0,project-00
shae,2018-07-16 14:05:50.000565 UTC,3.0,opsandadmin
shae,2018-07-16 14:05:50.000565 UTC,0.5,opsandadmin
cersei,2018-07-16 13:55:07.000535 UTC,0.5,project-10
cersei,2018-07-16 13:55:07.000535 UTC,8.0,project-10
robb,2018-07-16 13:45:58.000148 UTC,1.0,learning
robb,2018-07-16 13:45:58.000148 UTC,8.0,project-01
catelyn,2018-07-16 13:15:41.000031 UTC,2.08,website
catelyn,2018-07-16 13:15:41.000031 UTC,0.42,opsandadmin
catelyn,2018-07-16 13:15:41.000031 UTC,1.75,website
catelyn,2018-07-16 13:15:41.000031 UTC,0.78,website
catelyn,07/16/2018 01:15 PM,0.13,engineering
catelyn,2018-07-16 13:15:41.000031 UTC,1.75,website
catelyn,2018-07-16 13:15:41.000031 UTC,0.35,opsandadmin
catelyn,2018-07-16 13:15:41.000031 UTC,0.7,engineering
melisandre,2018-07-16 13:03:37.000078 UTC,1.0,opsandadmin
melisandre,2018-07-16 13:03:37.000078 UTC,1.0,engineering
melisandre,2018-07-16 13:03:37.000078 UTC,1.75,project-27
melisandre,2018-07-16 13:03:37.000078 UTC,1.5,learning
melisandre,2018-07-16 13:03:37.000078 UTC,5.0,project-68
littlefinger,2018-07-16 11:46:07.000145 UTC,7.0,opsandadmin
littlefinger,2018-07-16 11:46:07.000145 UTC,0.25,workshops
littlefinger,2018-07-16 11:46:07.000145 UTC,0.25,hiring
stannis,2018-07-16 11:24:39.000062 UTC,0.9,project-00
stannis,2018-07-16 11:24:39.000062 UTC,5.5,project-10
stannis,2018-07-16 11:24:39.000062 UTC,1.2,learning
stannis,16 июля 2018 11:24,1.0,project-10
joffrey,2018-07-16 10:53:31.000252 UTC,1.0,opsandadmin
jorah,2018-07-16 10:32:08.000103 UTC,1.0,cultureandmanagement
jorah,2018-07-16 10:32:08.000103 UTC,2.25,project-27
jorah,2018-07-16 10:32:08.000103 UTC,1.0,project-68
jorah,2018-07-16 10:32:08.000103 UTC,1.0,project-65
joffrey,2018-07-16 09:58:21.0001 UTC,1.0,cultureandmanagement
joffrey,2018-07-16 09:58:21.0001 UTC,7.0,project-00
khal,2018-07-16 09:53:56.000331 UTC,1.5,opsandadmin
khal,2018-07-16 09:53:56.000331 UTC,5.0,project-10
viserys,2018-07-16 09:33:18.00011 UTC,0.2,opsandadmin
viserys,07/16/2018 09:33 AM,0.38,opsandadmin
viserys,2018-07-16 09:33:18.00011 UTC,0.78,learning
viserys,2018-07-16 09:33:18.00011 UTC,0.45,learning
viserys,2018-07-16 09:33:18.00011 UTC,3.9,learning
viserys,2018-07-16 09:33:18.00011 UTC,0.88,blogideas
robert,16 июля 2018 00:00,0.5,bizdev
ned,2018-07-16 00:00:00 UTC,6.0,events
ned,2018-07-16 00:00:00 UTC,3.0,opsandadmin
tywin,2018-07-16 00:00:00 UTC,1.5,opsandadmin
tywin,2018-07-16 00:00:00 UTC,2.0,website
theon,2018-07-16 00:00:00 UTC,1.0,opsandadmin
theon,2018-07-16 00:00:00 UTC,2.0,project-27
jaime,2018-07-16 00:00:00 UTC,2.0,cultureandmanagement
tywin,2018-07-16 00:00:00 UTC,6.0,website
tywin,2018-07-16 00:00:00 UTC,1.75,project-27
robert,2018-07-16 00:00:00 UTC,0.5,blogideas
robert,2018-07-16 00:00:00 UTC,0.5,events
robert,2018-07-16 00:00:00 UTC,1.0,opsandadmin
robert,2018-07-16 00:00:00 UTC,2.25,project-27
robert,2018-07-16 00:00:00 UTC,0.5,marketing
robert,2018-07-16 00:00:00 UTC,1.5,datastrategy
robert,2018-07-16 00:00:00 UTC,0.5,bizdev
talisa,2018-07-16 00:00:00 UTC,0.5,opsandadmin
talisa,2018-07-16 00:00:00 UTC,0.5,blogideas
talisa,2018-07-16 00:00:00 UTC,1.0,datastrategy
talisa,2018-07-16 00:00:00 UTC,6.0,blogideas
jaime,2018-07-16 00:00:00 UTC,6.0,project-00
jaime,2018-07-16 00:00:00 UTC,0.5,opsandadmin
theon,2018-07-16 00:00:00 UTC,3.0,project-68
sansa,2018-07-15 16:56:33.000015 UTC,1.0,learning
sansa,2018-07-15 16:56:33.000015 UTC,1.0,bizdev
ned,2018-07-15 16:45:09.000048 UTC,1.0,learning
ned,2018-07-15 16:45:09.000048 UTC,1.0,events
bronn,15 июля 2018 08:01,2.0,project-20
davos,2018-07-15 00:00:00 UTC,1.5,cultureandmanagement
